날짜,지점,강수량(mm),,,,,,,,,,,0
2024.11.13,115,,,,,,,,,,,,
2024.11.14,115,0,,,,,,,,,,,
2024.11.15,115,,,,,,,,,,,,
2024.11.16,115,,,,,,,,,,,,
2024.11.17,115,32.1,,,,,,,,,,,
2024.11.18,115,27.8,,,,,,,,,,,
2024.11.19,115,0,,,,,,,,,,,
2024.11.20,115,1.8,,,,,,,,,,,
2024.11.21,115,0,,,,,,,,,,,
2024.11.22,115,27.7,,,,,,,,,,,
2024.11.23,115,0,,,,,,,,,,,
2024.11.24,115,,,,,,,,,,,,
2024.11.25,115,,,,,,,,,,,,
2024.11.26,115,9.4,,,,,,,,,,,
2024.11.27,115,7.5,,,,,,,,,,,
2024.11.28,115,11.5,,,,,,,,,,,
2024.11.29,115,0.7,,,,,,,,,,,
2024.11.30,115,0,,,,,,,,,,,
2024.12.1,115,,,,,,,,,,,,
2024.12.2,115,0,,,,,,,,,,,
2024.12.3,115,,,,,,,,,,,,
2024.12.4,115,,,,,,,,,,,,
2024.12.5,115,,,,,,,,,,,,
2024.12.6,115,0.2,,,,,,,,,,,
2024.12.7,115,0.6,,,,,,,,,,,
2024.12.8,115,10.7,,,,,,,,,,,
2024.12.9,115,0.1,,,,,,,,,,,
2024.12.10,115,,,,,,,,,,,,
2024.12.11,115,7.2,,,,,,,,,,,
2024.12.12,115,2.7,,,,,,,,,,,
2024.12.13,115,3.5,,,,,,,,,,,
2024.12.14,115,19.4,,,,,,,,,,,
2024.12.15,115,0,,,,,,,,,,,
2024.12.16,115,0,,,,,,,,,,,
2024.12.17,115,0.8,,,,,,,,,,,
2024.12.18,115,35.3,,,,,,,,,,,
2024.12.19,115,0.1,,,,,,,,,,,
2024.12.20,115,,,,,,,,,,,,
2024.12.21,115,31.6,,,,,,,,,,,
2024.12.22,115,22.4,,,,,,,,,,,
2024.12.23,115,0,,,,,,,,,,,
2024.12.24,115,0,,,,,,,,,,,
2024.12.25,115,,,,,,,,,,,,
2024.12.26,115,0,,,,,,,,,,,
2024.12.27,115,0.3,,,,,,,,,,,
2024.12.28,115,3.7,,,,,,,,,,,
2024.12.29,115,0,,,,,,,,,,,
2024.12.30,115,,,,,,,,,,,,
2024.12.31,115,0.2,,,,,,,,,,,
2025.1.1,115,,,,,,,,,,,,
2025.1.2,115,0,,,,,,,,,,,
2025.1.3,115,0.1,,,,,,,,,,,
2025.1.4,115,1.9,,,,,,,,,,,
2025.1.5,115,,,,,,,,,,,,
2025.1.6,115,8.7,,,,,,,,,,,
2025.1.7,115,0.9,,,,,,,,,,,
2025.1.8,115,0,,,,,,,,,,,
2025.1.9,115,2.9,,,,,,,,,,,
2025.1.10,115,24.6,,,,,,,,,,,
2025.1.11,115,6.8,,,,,,,,,,,
2025.1.12,115,21.5,,,,,,,,,,,
2025.1.13,115,1.3,,,,,,,,,,,
2025.1.14,115,0,,,,,,,,,,,
2025.1.15,115,0.3,,,,,,,,,,,
2025.1.16,115,0.5,,,,,,,,,,,
2025.1.17,115,2.3,,,,,,,,,,,
2025.1.18,115,,,,,,,,,,,,
2025.1.19,115,,,,,,,,,,,,
2025.1.20,115,0.8,,,,,,,,,,,
2025.1.21,115,0.3,,,,,,,,,,,
2025.1.22,115,,,,,,,,,,,,
2025.1.23,115,,,,,,,,,,,,
2025.1.24,115,16.9,,,,,,,,,,,
2025.1.25,115,,,,,,,,,,,,
2025.1.26,115,0,,,,,,,,,,,
2025.1.27,115,6.9,,,,,,,,,,,
2025.1.28,115,0.1,,,,,,,,,,,
2025.1.29,115,0.7,,,,,,,,,,,
2025.1.30,115,,,,,,,,,,,,
2025.1.31,115,0,,,,,,,,,,,
2025.2.1,115,19.1,,,,,,,,,,,
2025.2.2,115,25.5,,,,,,,,,,,
2025.2.3,115,6.5,,,,,,,,,,,
2025.2.4,115,3.2,,,,,,,,,,,
2025.2.5,115,0,,,,,,,,,,,
2025.2.6,115,0,,,,,,,,,,,
2025.2.7,115,8.5,,,,,,,,,,,
2025.2.8,115,8,,,,,,,,,,,
2025.2.9,115,0,,,,,,,,,,,
2025.2.10,115,0,,,,,,,,,,,
2025.2.11,115,,,,,,,,,,,,
2025.2.12,115,4.5,,,,,,,,,,,
2025.2.13,115,0.1,,,,,,,,,,,
2025.2.14,115,,,,,,,,,,,,
2025.2.15,115,,,,,,,,,,,,
2025.2.16,115,,,,,,,,,,,,
2025.2.17,115,3.4,,,,,,,,,,,
2025.2.18,115,1,,,,,,,,,,,
2025.2.19,115,7.8,,,,,,,,,,,
2025.2.20,115,5.2,,,,,,,,,,,
2025.2.21,115,9.4,,,,,,,,,,,
2025.2.22,115,7,,,,,,,,,,,
2025.2.23,115,2.9,,,,,,,,,,,
2025.2.24,115,0.1,,,,,,,,,,,
2025.2.25,115,,,,,,,,,,,,
2025.2.26,115,,,,,,,,,,,,
2025.2.27,115,,,,,,,,,,,,
2025.2.28,115,0,,,,,,,,,,,
2025.3.1,115,,,,,,,,,,,,
2025.3.2,115,6.6,,,,,,,,,,,
2025.3.3,115,9.4,,,,,,,,,,,
2025.3.4,115,5.3,,,,,,,,,,,
2025.3.5,115,3.6,,,,,,,,,,,
2025.3.6,115,0,,,,,,,,,,,
2025.3.7,115,,,,,,,,,,,,
2025.3.8,115,0.2,,,,,,,,,,,
2025.3.9,115,0,,,,,,,,,,,
2025.3.10,115,,,,,,,,,,,,
2025.3.11,115,,,,,,,,,,,,
2025.3.12,115,,,,,,,,,,,,
2025.3.13,115,,,,,,,,,,,,
2025.3.14,115,,,,,,,,,,,,
2025.3.15,115,0,,,,,,,,,,,
2025.3.16,115,20.4,,,,,,,,,,,
2025.3.17,115,9.7,,,,,,,,,,,
2025.3.18,115,33.1,,,,,,,,,,,
2025.3.19,115,,,,,,,,,,,,
2025.3.20,115,,,,,,,,,,,,
2025.3.21,115,,,,,,,,,,,,
2025.3.22,115,,,,,,,,,,,,
2025.3.23,115,,,,,,,,,,,,
2025.3.24,115,,,,,,,,,,,,
2025.3.25,115,,,,,,,,,,,,
2025.3.26,115,,,,,,,,,,,,
2025.3.27,115,0.4,,,,,,,,,,,
2025.3.28,115,1.3,,,,,,,,,,,
2025.3.29,115,0.9,,,,,,,,,,,
2025.3.30,115,0.6,,,,,,,,,,,
2025.3.31,115,0,,,,,,,,,,,
2025.4.1,115,,,,,,,,,,,,
2025.4.2,115,0,,,,,,,,,,,
2025.4.3,115,0.1,,,,,,,,,,,
2025.4.4,115,,,,,,,,,,,,
2025.4.5,115,2.4,,,,,,,,,,,
2025.4.6,115,6.7,,,,,,,,,,,
2025.4.7,115,,,,,,,,,,,,
2025.4.8,115,,,,,,,,,,,,
2025.4.9,115,,,,,,,,,,,,
2025.4.10,115,,,,,,,,,,,,
2025.4.11,115,,,,,,,,,,,,
2025.4.12,115,0,,,,,,,,,,,
2025.4.13,115,7.9,,,,,,,,,,,
2025.4.14,115,13.1,,,,,,,,,,,
2025.4.15,115,16.4,,,,,,,,,,,
2025.4.16,115,,,,,,,,,,,,
2025.4.17,115,0,,,,,,,,,,,
2025.4.18,115,,,,,,,,,,,,
2025.4.19,115,0,,,,,,,,,,,
2025.4.20,115,1.5,,,,,,,,,,,
2025.4.21,115,,,,,,,,,,,,
2025.4.22,115,28.5,,,,,,,,,,,
2025.4.23,115,0.4,,,,,,,,,,,
2025.4.24,115,,,,,,,,,,,,
2025.4.25,115,,,,,,,,,,,,
2025.4.26,115,,,,,,,,,,,,
2025.4.27,115,,,,,,,,,,,,
2025.4.28,115,0,,,,,,,,,,,
2025.4.29,115,,,,,,,,,,,,
2025.4.30,115,,,,,,,,,,,,
2025.5.1,115,10.5,,,,,,,,,,,
2025.5.2,115,,,,,,,,,,,,
2025.5.3,115,9.5,,,,,,,,,,,
2025.5.4,115,,,,,,,,,,,,
2025.5.5,115,,,,,,,,,,,,
2025.5.6,115,,,,,,,,,,,,
2025.5.7,115,,,,,,,,,,,,
2025.5.8,115,,,,,,,,,,,,
2025.5.9,115,38,,,,,,,,,,,
2025.5.10,115,1.5,,,,,,,,,,,
2025.5.11,115,1.1,,,,,,,,,,,
2025.5.12,115,,,,,,,,,,,,
2025.5.13,115,,,,,,,,,,,,
2025.5.14,115,,,,,,,,,,,,
2025.5.15,115,0.3,,,,,,,,,,,
2025.5.16,115,3.5,,,,,,,,,,,
2025.5.17,115,10.8,,,,,,,,,,,
2025.5.18,115,,,,,,,,,,,,
2025.5.19,115,,,,,,,,,,,,
2025.5.20,115,,,,,,,,,,,,
2025.5.21,115,,,,,,,,,,,,
2025.5.22,115,0.6,,,,,,,,,,,
2025.5.23,115,,,,,,,,,,,,
2025.5.24,115,12.5,,,,,,,,,,,
2025.5.25,115,0.1,,,,,,,,,,,
2025.5.26,115,,,,,,,,,,,,
2025.5.27,115,,,,,,,,,,,,
2025.5.28,115,,,,,,,,,,,,
2025.5.29,115,,,,,,,,,,,,
2025.5.30,115,,,,,,,,,,,,
2025.5.31,115,,,,,,,,,,,,
2025.6.1,115,,,,,,,,,,,,
2025.6.2,115,0,,,,,,,,,,,
2025.6.3,115,0.2,,,,,,,,,,,
2025.6.4,115,,,,,,,,,,,,
2025.6.5,115,,,,,,,,,,,,
2025.6.6,115,,,,,,,,,,,,
2025.6.7,115,,,,,,,,,,,,
2025.6.8,115,,,,,,,,,,,,
2025.6.9,115,,,,,,,,,,,,
2025.6.10,115,,,,,,,,,,,,
2025.6.11,115,,,,,,,,,,,,
2025.6.12,115,,,,,,,,,,,,
2025.6.13,115,2.3,,,,,,,,,,,
2025.6.14,115,33.8,,,,,,,,,,,
2025.6.15,115,,,,,,,,,,,,
2025.6.16,115,0.2,,,,,,,,,,,
2025.6.17,115,,,,,,,,,,,,
2025.6.18,115,,,,,,,,,,,,
2025.6.19,115,,,,,,,,,,,,
2025.6.20,115,9.5,,,,,,,,,,,
2025.6.21,115,54.4,,,,,,,,,,,
2025.6.22,115,6.5,,,,,,,,,,,
2025.6.23,115,,,,,,,,,,,,
2025.6.24,115,2.2,,,,,,,,,,,
2025.6.25,115,53.1,,,,,,,,,,,
2025.6.26,115,0,,,,,,,,,,,
2025.6.27,115,,,,,,,,,,,,
2025.6.28,115,0,,,,,,,,,,,
2025.6.29,115,,,,,,,,,,,,
2025.6.30,115,,,,,,,,,,,,
2025.7.1,115,,,,,,,,,,,,
2025.7.2,115,,,,,,,,,,,,
2025.7.3,115,,,,,,,,,,,,
2025.7.4,115,,,,,,,,,,,,
2025.7.5,115,,,,,,,,,,,,
2025.7.6,115,,,,,,,,,,,,
2025.7.7,115,,,,,,,,,,,,
2025.7.8,115,,,,,,,,,,,,
2025.7.9,115,,,,,,,,,,,,
2025.7.10,115,,,,,,,,,,,,
2025.7.11,115,,,,,,,,,,,,
2025.7.12,115,,,,,,,,,,,,
2025.7.13,115,10,,,,,,,,,,,
2025.7.14,115,117.7,,,,,,,,,,,
2025.7.15,115,0,,,,,,,,,,,
2025.7.16,115,0.3,,,,,,,,,,,
2025.7.17,115,36.8,,,,,,,,,,,
2025.7.18,115,0.3,,,,,,,,,,,
2025.7.19,115,3,,,,,,,,,,,
2025.7.20,115,0.2,,,,,,,,,,,
2025.7.21,115,,,,,,,,,,,,
2025.7.22,115,,,,,,,,,,,,
2025.7.23,115,,,,,,,,,,,,
2025.7.24,115,,,,,,,,,,,,
2025.7.25,115,,,,,,,,,,,,
2025.7.26,115,,,,,,,,,,,,
2025.7.27,115,,,,,,,,,,,,
2025.7.28,115,,,,,,,,,,,,
2025.7.29,115,,,,,,,,,,,,
2025.7.30,115,,,,,,,,,,,,
2025.7.31,115,,,,,,,,,,,,
2025.8.1,115,,,,,,,,,,,,
2025.8.2,115,,,,,,,,,,,,
2025.8.3,115,0,,,,,,,,,,,
2025.8.4,115,10,,,,,,,,,,,
2025.8.5,115,,,,,,,,,,,,
2025.8.6,115,5.3,,,,,,,,,,,
2025.8.7,115,,,,,,,,,,,,
2025.8.8,115,,,,,,,,,,,,
2025.8.9,115,0.1,,,,,,,,,,,
2025.8.10,115,,,,,,,,,,,,
2025.8.11,115,1.8,,,,,,,,,,,
2025.8.12,115,0.2,,,,,,,,,,,
2025.8.13,115,5,,,,,,,,,,,
2025.8.14,115,,,,,,,,,,,,
2025.8.15,115,,,,,,,,,,,,
2025.8.16,115,,,,,,,,,,,,
2025.8.17,115,,,,,,,,,,,,
2025.8.18,115,0,,,,,,,,,,,
2025.8.19,115,,,,,,,,,,,,
2025.8.20,115,,,,,,,,,,,,
2025.8.21,115,,,,,,,,,,,,
2025.8.22,115,,,,,,,,,,,,
2025.8.23,115,,,,,,,,,,,,
2025.8.24,115,,,,,,,,,,,,
2025.8.25,115,,,,,,,,,,,,
2025.8.26,115,,,,,,,,,,,,
2025.8.27,115,,,,,,,,,,,,
2025.8.28,115,,,,,,,,,,,,
2025.8.29,115,,,,,,,,,,,,
2025.8.30,115,,,,,,,,,,,,
2025.8.31,115,,,,,,,,,,,,
2025.9.1,115,,,,,,,,,,,,
2025.9.2,115,0,,,,,,,,,,,
2025.9.3,115,,,,,,,,,,,,
2025.9.4,115,1.3,,,,,,,,,,,
2025.9.5,115,,,,,,,,,,,,
2025.9.6,115,,,,,,,,,,,,
2025.9.7,115,0,,,,,,,,,,,
2025.9.8,115,0,,,,,,,,,,,
2025.9.9,115,0.5,,,,,,,,,,,
2025.9.10,115,14.8,,,,,,,,,,,
2025.9.11,115,,,,,,,,,,,,
2025.9.12,115,2.7,,,,,,,,,,,
2025.9.13,115,42.8,,,,,,,,,,,
2025.9.14,115,0.1,,,,,,,,,,,
2025.9.15,115,,,,,,,,,,,,
2025.9.16,115,0.3,,,,,,,,,,,
2025.9.17,115,25.7,,,,,,,,,,,
2025.9.18,115,6.5,,,,,,,,,,,
2025.9.19,115,1.3,,,,,,,,,,,
2025.9.20,115,150,,,,,,,,,,,
2025.9.21,115,0.1,,,,,,,,,,,
2025.9.22,115,,,,,,,,,,,,
2025.9.23,115,,,,,,,,,,,,
2025.9.24,115,0,,,,,,,,,,,
2025.9.25,115,3.2,,,,,,,,,,,
2025.9.26,115,,,,,,,,,,,,
2025.9.27,115,,,,,,,,,,,,
2025.9.28,115,16.6,,,,,,,,,,,
2025.9.29,115,0,,,,,,,,,,,
2025.9.30,115,,,,,,,,,,,,
2025.10.1,115,30.2,,,,,,,,,,,
2025.10.2,115,,,,,,,,,,,,
2025.10.3,115,1.3,,,,,,,,,,,
2025.10.4,115,0.3,,,,,,,,,,,
2025.10.5,115,2,,,,,,,,,,,
2025.10.6,115,,,,,,,,,,,,
2025.10.7,115,0,,,,,,,,,,,
2025.10.8,115,0,,,,,,,,,,,
2025.10.9,115,,,,,,,,,,,,
2025.10.10,115,0,,,,,,,,,,,
2025.10.11,115,1.5,,,,,,,,,,,
2025.10.12,115,0.2,,,,,,,,,,,
2025.10.13,115,26.7,,,,,,,,,,,
2025.10.14,115,44.8,,,,,,,,,,,
2025.10.15,115,0,,,,,,,,,,,
2025.10.16,115,29.6,,,,,,,,,,,
2025.10.17,115,,,,,,,,,,,,
2025.10.18,115,23.6,,,,,,,,,,,
2025.10.19,115,6,,,,,,,,,,,
2025.10.20,115,28.1,,,,,,,,,,,
2025.10.21,115,21.1,,,,,,,,,,,
2025.10.22,115,22.3,,,,,,,,,,,
2025.10.23,115,32,,,,,,,,,,,
2025.10.24,115,11.9,,,,,,,,,,,
2025.10.25,115,14.8,,,,,,,,,,,
2025.10.26,115,2,,,,,,,,,,,
2025.10.27,115,0,,,,,,,,,,,
2025.10.28,115,,,,,,,,,,,,
2025.10.29,115,,,,,,,,,,,,
2025.10.30,115,,,,,,,,,,,,
