filename,address,latitude,longitude
경상북도 울릉군 북면 천부리 산 175-4.png,경상북도 울릉군 북면 천부리 산 175-4,37.5425480769264,130.882560743406
경상북도 울릉군 북면 천부리 산 4-9.jpg,경상북도 울릉군 북면 천부리 산 4-9,37.5372454,130.8897105
